"Id","Business Name","Number of Employees","Contact Person","Corporate Email","Generic Email","Website","Phone","Phone Type","Street Address","Zip Code","State","City"
"16","Murphy Warehouse Company","N/A","Richard T. Murphy (President   CEO) , Greg Parupsky (Sales   Marketing) , Tom Griet (CFO)","","","http://www.murphywarehouse.com","(612) 623-1200","fixed line","701 24th Ave SE","55414-2691","MN","Minneapolis"
"17","Hathaway Logistics Service LLC","N/A","","","","","(952) 522-4388","voip","1550 Utica Ave S","55416","MN","St Louis Park"
"18","Roadrunner Freight","N/A","Mr. Dave Black (VP of Corporate Sales)","","","https://www.shiproadrunnerfreight.com/","(503) 252-0211","fixed line","1431 Opus Pl Ste 530","60515-1169","IL","Downers Grove"
"19","Fidelitone","N/A","Mr. Joe Giglio (Chief Marketing Officer) , Mr. Robert Johnson (President) , Mr. Ross Hudson (Corporate Secretary)","","","https://www.fidelitone.com","(847) 487-3300","fixed line","1260 Karl Ct","60084-1086","IL","Wauconda"
"20","Allen Lund Company","N/A","John Wittman (Manager)","","","http://www.allenlund.com","(952) 831-3520","fixed line","1550 Utica Ave S Ste 550","55416-3789","MN","Saint Louis Park"
"1","Economy Movers   Logistics LLC","N/A","Mr. Carlton Brown (Owner)","","","","(719) 415-7230","mobile","","80925","CO","Colorado Springs"
"2","DE Logistics, Inc.","N/A","Mr. Steffen G Grimm (Registered Agent) , Ms. Sandra Grimm (Office Manager)","","","","(719) 247-8087","voip","3625 N Chestnut St","80907-4103","CO","Colorado Springs"
"3","U-Pack","N/A","Ms. Nicki Key (Operations Manager)","","","http://www.upack.com","(877) 453-7274","","3801 Old Greenwood Rd","72903-5937","AR","Fort Smith"
"4","Johnson Storage   Moving Company","N/A","Mr. Donald Hindman (Executive Vice President)","","","http://johnsonstorage.com","(303) 785-4300","fixed line","7009 S Jordan Rd","80112-4219","CO","Centennial"
"5","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"1","Marine Logistics Inc","N/A","","","","","(808) 522-1008","fixed line","","96813-6468","HI","Honolulu"
"2","Pacific Logistics LLC","N/A","Fred Miura (Principal)","","","","(808) 734-7272","fixed line","3409 Maluhia St","96816-2735","HI","Honolulu"
"3","V2 Logistics Corp.","N/A","","","","https://www.roadrunnerautotransport.com/","(888) 777-2123","","15 Grumman Rd W Ste 1500","11714-5025","NY","Bethpage"
"4","American Auto Logistics","N/A","- Manager","","","","(808) 848-8383","fixed line","","07677-8072","NJ","Woodcliff Lake"
"5","Landmark Logistics Corporation","N/A","Mr. Corey Correa (President   Executive Chairman) , Mr. William Seiji" Aspengren (Chief Executive Officer   Chief Financial Officer)"","","","http://landmarkforwarders.com/home/2322604","(808) 941-7447","other","815 Waiakamilo Rd Ste C","96817-4337","HI","Honolulu"
"6","USF Logistics","N/A","Mr. Richard Takashima (District Manager)","","","","","","664 Kakoi St Ste A","96819-2044","HI","Honolulu"
"7","GEBI","N/A","Mr. Daniel Hartenstein (President/Director) , Mr. Robert Yeszerski (Co-Founder) , Ms. Renee Hartenstein (Treasurer)","","","http://www.gebionline.com/","(808) 445-6767","voip","615 Piikoi St Ste 1503","96814-3160","HI","Honolulu"
"8","UnitedHealth Group","N/A","Stephen Hemsley (President   CEO) , Consumer Affairs (Owner / Manager) , Jean Manowski (Manager) , Kevin Klopfenstein (CEO) , Jay Anliker (President) , Deltha Nelson (Legal Services Specialist) , Michelle Johnson (Manager) , Michael Stone (Director, Operations) , Michael Blaszyk (Owner)","","","https://www.uhc.com/","(800) 842-2656","","9900 Bren Rd E Mn008-T-615 Consumer Affairs","55343-4402","MN","Minnetonka"
"9","The UPS Store #3904","N/A","Mr. Randy J Pauley (Owner)","","","","(808) 550-4656","fixed line","1050 Bishop St","96813-4210","HI","Honolulu"
"10","Executive Conextion LLC","N/A","Shannon Mitchell (Managing Member)","","","http://theexecutiveconextion.com","(808) 371-6454","mobile","60 N Nimitz Hwy Apt 206","96817-5339","HI","Honolulu"
"11","United Parcel Service","N/A","Customer Relations , Ms. Lani Perez","","","http://www.ups.com","(404) 828-6000","fixed line","55 Glenlake Pkwy NE","30328-3474","GA","Atlanta"
"12","Advanced Compliance Solutions, Inc.","N/A","Mr. Dennis Poma (P.E.)","","","","(808) 369-7116","mobile","P.O.Box 30094","96820","HI","Honolulu"
"13","Five Star Transportation Inc.","N/A","Michael Hruby","","","http://www.fivestartrans.com/","(808) 838-7827","other","1930 Auiki Street Ste 101","96819","HI","Honolulu"
"14","WDI Companies, Inc.","N/A","Mr. John Squires (President) , Mr. Gregory J. Kitto (Chairperson) , Mr. Don Park (Vice President) , Ms. Lynn M. Kitto (Secretary)","","","http://wdico.biz","(808) 833-0693","fixed line","2627 Kilihau St","96819-2021","HI","Honolulu"
"15","Mitsui Bussan Logistics Inc","N/A","Jeffrey Goo (Manager)","","","","(808) 836-2778","fixed line","94-468 Akoki St Ste 2","96797","HI","Waipahu"
"16","Aloha Air Cargo","N/A","Colleen Kaneshiro (Human Resources Manager) , David Karp (Vice President of Business Development) , Ms. Betsy Seaton (President/CEO)","","sales@alohaaircargo.com","http://www.alohaaircargo.com","(888) 942-5642","","PO Box 30900","96820-0900","HI","Honolulu"
"17","Graybar Electric Co Inc.","N/A","Mrs. Kathy Mazzarella (Chairperson/CEO) , Ms. Rose McDaniel (Vice President of Operations)","","","http://www.graybar.com","(314) 573-9200","fixed line","34 N Meramec Ave","63105-3941","MO","Saint Louis"
"1","R.U.T.H Logistics","N/A","Owner/Manager  (Owner/Manager)","","","","(469) 999-5121","mobile","2809 Martsy Ct","76014-2854","TX","Arlington"
"2","Medallion Logistics LLC","N/A","Owner Manager (Owner/Manager)","","","","(469) 233-1844","mobile","602 Magic Mile St","76011-5108","TX","Arlington"
"3","Global Logistics LLC","N/A","Mr. Amao Murtala (Owner)","","","https://www.globallogisticscargo.com/","(817) 299-8922","fixed line","2322 S Collins St","76014","TX","Arlington"
"4","Manuel's Logistics and Delivery Services","N/A","Mr. Shannon Manuel (Owner/Operator)","","","","(682) 222-6361","mobile","","76016-5514","TX","Arlington"
"5","Trans Global Auto Logistics","N/A","Ms. Sandra Lester (President)","","info@tgal.us","https://tgal.us/","(972) 602-1670","fixed line","3401 E Randol Mill Rd","76011-6841","TX","Arlington"
"6","RXO","N/A","Mr. Drew Wilkerson (CEO) , Ms. Kim McBride (Senior Manager) , Ms. Maynel Chacon (Customer Service Specialist) , Ms. Charlene Anderson (Secretary) , Mr. Jeffrey Firestone (Manager) , Mr. Jason Kerr (Officer) , Ms. Lauren Mann (Secretary) , Mr. Jeffrey McDonald (Secretary) , Mr. David Murray (Treasurer)","","","https://rxo.com/","(855) 744-7976","","11215 N Community House Rd","28277-4960","NC","Charlotte"
"7","AA Delivery Service, LLC","N/A","Mr. James Stallworth","","","https://aadeliveryservice.com/","(325) 484-4190","fixed line","","76012-3780","TX","Arlington"
"8","Genesis Express","N/A","Mr. Grey Pierson","","","","","","3419 Avenue D","76011-7607","TX","Arlington"
"9","Peace Transport, LLC","N/A","Ms. Victoria Espinoza (Owner)","","","","(817) 533-7048","voip","1100 E Lamar Blvd Apt 4","76011-4322","TX","Arlington"
"10","United Parcel Service","N/A","Customer Relations , Ms. Lani Perez","","","http://www.ups.com","(404) 828-6000","fixed line","55 Glenlake Pkwy NE","30328-3474","GA","Atlanta"
"11","Big Klass Trucking LLC","N/A","Ms. Carolina Pasillas (Business Executive) , Mr. Kyree McClish (Managing Member)","","","https://www.bigklasstrucking.com/","(469) 353-0581","mobile","2000 E Lamar Blvd Ste 600","76006-7361","TX","Arlington"
"12","McLane FoodService, Inc.","N/A","Mr. Marco Guerrero (General Manager) , Mr. Thomas Zatina (President) , Mr. James Kent (Executive Vice President) , Mr. Lawrence Parsons (Secretary) , Mr. Kevin Koch (Treasurer) , Mr. William Rosier (CEO) , Mr. Mark Zwerneman (Assistant Secretary) , Ms. Caroline Mann (Assistant Treasurer)","","","https://www.mclaneco.com/content/mclaneco/en/home.html","(888) 792-9300","","7301 Trinity Blvd","76118-6930","TX","N Richlnd Hls"
"1","Package Movers Logistics","N/A","","","","https://thepackmovers.com","(316) 330-3783","","2620 W McCormick St B09 (NOT at this address)","67213","KS","Wichita"
"2","C. H. Robinson Worldwide, Inc.","N/A","Mr. Tim Wisler (Manager)","","","https://www.chrobinson.com","(316) 267-3300","fixed line","245 N Waco St","67202-1121","KS","Wichita"
"3","DPS Auto Shippers","N/A","","","","","(888) 386-5017","","4480 S 90th St (NOT at this address)","68127","NE","Omaha"
"4","Aero-Spaces, LLC","N/A","Ryan Corcoran (General Manager)","","","http://www.aero-spaces.com","(316) 942-8505","voip","1637 S Baehr St","67209-2701","KS","Wichita"
"5","Estes Express Lines","N/A","Mr. Albert Wilder, Jr. (Claim Manager) , Mr. Gary Okes (CFO) , Mr. Kelly Samuel (Treasurer)","","","http://www.estes-express.com","","","3901 W Broad St","23230-3962","VA","Richmond"
"6","King of Freight, LLC","N/A","Mr. Greg Bolain (Owner) , Mr. Mike Ricklefs (Owner) , Ms. Whitney McFall (General Manager) , Ms. Samantha Mount (Human Resources Director)","","","http://www.kingsoffreight.com/","(316) 440-4725","fixed line","605 S Wichita St","67202-3635","KS","Wichita"
"7","Graybar Electric Co Inc.","N/A","Mrs. Kathy Mazzarella (Chairperson/CEO) , Ms. Rose McDaniel (Vice President of Operations)","","","http://www.graybar.com","(314) 573-9200","fixed line","34 N Meramec Ave","63105-3941","MO","Saint Louis"
"1","Boxify Logistics LLC","N/A","","","","","(314) 283-5245","mobile","4239 Lindell Blvd","63108-2915","MO","Saint Louis"
"2","Yessssirrr Delivery   Logistics","N/A","Eldright White (Owner)","","","","(314) 701-3145","mobile","3927 N Taylor Ave # A","63115-2756","MO","Saint Louis"
"3","Pallet Logistics Management","N/A","Steven Snodsmith (President)","","","http://www.plmgt.com","(314) 771-7501","fixed line","7100 Hazelwood Ave","63042","MO","Hazelwood"
"4","Nuwave Logistics LLC","N/A","Barry Finger (Owner)","","","","(314) 441-1975","mobile","4609 Labadie Ave","63115-2321","MO","Saint Louis"
"5","Total Quality Logistics, LLC","N/A","Mr. Ken Oaks (President) , Mr. Jeff Montelisciani (Vice President) , Mr. Kerry Byrne (Executive Vice President) , Mr. Justin O'Grady (Manager, Carrier Relations)","","","http://www.tql.com","(513) 831-2600","fixed line","4289 Ivy Pointe Blvd.","45245","OH","Cincinnati"
"6","United Parcel Service","N/A","Customer Relations , Ms. Lani Perez","","","http://www.ups.com","(404) 828-6000","fixed line","55 Glenlake Pkwy NE","30328-3474","GA","Atlanta"
"7","Accounting Legal   Logistics Solutions, Inc.","N/A","Ms. Michelle Sherod (President)","","","http://all-solutionsinc.com","(314) 749-5606","mobile","4005 Mcree Ave","63110-2425","MO","Saint Louis"
"8","UnitedHealth Group","N/A","Stephen Hemsley (President   CEO) , Consumer Affairs (Owner / Manager) , Jean Manowski (Manager) , Kevin Klopfenstein (CEO) , Jay Anliker (President) , Deltha Nelson (Legal Services Specialist) , Michelle Johnson (Manager) , Michael Stone (Director, Operations) , Michael Blaszyk (Owner)","","","https://www.uhc.com/","(800) 842-2656","","9900 Bren Rd E Mn008-T-615 Consumer Affairs","55343-4402","MN","Minnetonka"
"9","Truckabay Group LLC","N/A","","","","https://truckabaygroup.wordpress.com/","(314) 645-5562","fixed line","1051 N Jefferson Ave Apt 136","63106-2209","MO","Saint Louis"
"10","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"11","Freight Watchers Inc","N/A","Walter Brauer (President) , Tara Armstrong (Director of Operations)","","","http://www.freightwatchers.net","(314) 446-1501","fixed line","121 Bremen Ave","63147-3408","MO","Saint Louis"
"12","AAA Transit Group LLC","N/A","Mr. Steven Johnson (CEO)","","","","(314) 690-7300","fixed line","4818 Washington Blvd","63108-1829","MO","Saint Louis"
"13","Clark Logistic Services Inc.","N/A","Mr. Michael E Clark (Vice President) , Mr. Michael H Clark (President)","","","http://www.clarklogisticservices.com","(314) 389-4004","fixed line","3901 Union Blvd STE 104A","63115-1107","MO","Saint Louis"
"14","Springfield Shippers","N/A","","","","","(417) 986-3605","fixed line","2727 N Partnership Blvd","65803-8208","MO","Springfield"
"15","Solutions","N/A","","","","","","","5763 Briars Lndg","62260-2626","IL","Millstadt"
"16","Parkway Aggregates","N/A","Joshua Black (Manager)","","","https://parkwayaggregates.com","(314) 472-8558","fixed line","3407 S Jefferson Ave","63118-3119","MO","Saint Louis"
"17","Midwest's Best Produce Co","N/A","Mr. Dan Pupillo, Jr. (Owner)","","","http://www.midwestbestproduce.com/","(314) 646-1573","fixed line","4101 Geraldine Ave","63115-1210","MO","Saint Louis"
"18","Presort, Inc","N/A","Mr. Jeromy Fritz (Co-Owner) , Mr. Mark Schaetzel (Co-Owner)","","","http://www.presortinc.com","(314) 771-7678","fixed line","5051 Southwest Ave","63110-3427","MO","Saint Louis"
"1","Diverse Logistics   Distribution, Inc.","N/A","Mr. Bernard R Skerkowski (Treasurer) , Mr. John Ruskai (CEO) , Mr. Jay Smith","","contact@elitediverse.com","https://www.elitediverse.com/","(732) 447-6410","mobile","201 E Kennedy Blvd STE 950","33602-5826","FL","Tampa"
"2","Marbar Logistics Inc","N/A","Mr. Matija Stancev (President)","","","https://marbarlogistics.com/","","","1211 N West Shore Blvd STE 410","33607-4605","FL","Tampa"
"3","Advance Corporate Logistics Inc","N/A","Mr. Matt Hampton (Director)","","","","(800) 427-1023","","2202 N Westshore Blvd Suite 200","33607","FL","Tampa"
"4","Total Quality Logistics","N/A","Mr. Kenneth G Oaks (Manager) , Mr. Mike Zins (Manager) , Mr. Kerry Byrne (Manager)","","","http://www.tql.com","(813) 229-5522","fixed line","601 S Harbour Island Blvd STE 230","33602-5925","FL","Tampa"
"5","Paragon Holdings, LLC","N/A","Mr. Timothy E Knight (CEO/Owner)","","","","(813) 556-6411","fixed line","201 E Kennedy Blvd","33602-5181","FL","Tampa"
"6","Reid Logistics LLC","N/A","Mr. Dwayne K Reid (CEO)","","","https://www.reidlogisticsllc-tpa.com/","(727) 493-4188","fixed line","3902 Henderson Blvd STE 208","33629-5034","FL","Tampa"
"7","Executran Services, Inc.","N/A","Ms. Kathy Seward (President/Treasurer)","","","","(813) 740-9100","fixed line","306 E Tyler St Fl 1","33602-3840","FL","Tampa"
"8","5 Star Logistics","N/A","Mr. Jack Rodger (President)","","","http://www.fivestarlogisticsus.delivery","(800) 293-5915","","1601 N 39th St","33605","FL","Tampa"
"9","Tracer Limited, LLC.","N/A","Mrs. Tracy Ochs (Owner/Manager)","","","","(813) 556-6411","fixed line","201 E Kennedy Blvd","33602-5181","FL","Tampa"
"10","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"11","US Executive LLC","N/A","Ms. Nina Gortinski (Business Development Representative) , Ms. Shannon Albers (Managing Member) , Mr. Bobby Anderson (Managing Member) , Ronnie Dempsey (Managing Member)","","","https://us-executive.com/","(877) 290-3153","","401 E Jackson St STE 2340D","33602-5233","FL","Tampa"
"12","Shhippy","N/A","Ms. Benya Crawford (Owner)","","","https://www.shhippy.com/","(507) 291-4455","mobile","155 E Davis Blvd Apt 7","33606-3529","FL","Tampa"
"13","UnitedHealth Group","N/A","Stephen Hemsley (President   CEO) , Consumer Affairs (Owner / Manager) , Jean Manowski (Manager) , Kevin Klopfenstein (CEO) , Jay Anliker (President) , Deltha Nelson (Legal Services Specialist) , Michelle Johnson (Manager) , Michael Stone (Director, Operations) , Michael Blaszyk (Owner)","","","https://www.uhc.com/","(800) 842-2656","","9900 Bren Rd E Mn008-T-615 Consumer Affairs","55343-4402","MN","Minnetonka"
"14","US Car-Go Freight Logistics LLC","N/A","Mr. Bren Singh (President)","","info@uscargofreight.com","https://www.uscargofreight.com/","(888) 249-8840","","2311 S Thixton Ct","33629-5629","FL","Tampa"
"15","Sonic Courier Inc","N/A","Mr. Daryl Cook (COO) , Gail McNally (Controller) , Mr. Geoff Campbell","","","http://www.sonictl.com","(813) 286-8500","fixed line","5002 W Nassau St","33607-3815","FL","Tampa"
"16","A.R. Savage   Son, LLC","N/A","Mr. Arthur Savage (President)","","savship@arsavage.com","http://www.arsavage.com","(813) 247-4550","fixed line","202 S Rome Ave STE 200","33606-1800","FL","Tampa"
"17","Pro Dispatch 24","N/A","Mr. Dmytro Demishev (Manager)","","","http://www.prodispatch24.com","(813) 379-6639","voip","3030 N Rocky Point Dr W Ste 150A","33607-5803","FL","Tampa"
"18","A.J. Arango, Inc.","N/A","Mr. James Alberdi (President) , Ms. Rosalyn McKenna (Vice President)","","Hello@ninzio.com","http://www.ajarango.com","(813) 248-9220","fixed line","1516 E 8th Ave","33605-3708","FL","Tampa"
"19","C.H. Robinson Company","N/A","Mr. John Wiehoff (CEO) , Mr. Nathan Zietlow (Treasurer) , Mr. Ben Campbell (Secretary) , Mr. Andrew Clarke (CFO) , Mr. Christopher Gerst (Assistant) , Mr. Jim Lemke (President)","","","https://www.chrobinson.com","(813) 840-4500","fixed line","1600 E 8th Ave STE A-121","33605-3737","FL","Tampa"
"20","Scotlynn USA Division, Inc.","N/A","Mr. Scott Biddle (President) , Mr. Ryan Carter (Vice President) , Mr. Scott Wampler (Manager)","","","http://www.scotlynn.com","(239) 210-3000","fixed line","15671 San Carlos Blvd STE 102","33908-2788","FL","Fort Myers"
"21","Nike Inc","N/A","Ms. Kelly Simoneau , Chris Anderson (Manager)","","","http://www.nike.com","(800) 344-6453","","1 SW Bowerman Dr","97005-0979","OR","Beaverton"
"22","Two Men   A Truck / Tampa","N/A","Mr. Larry M. Knowles (Vice President) , Mr. Ryan J. Knowles (Vice President) , Mr. Jeffrey J. Knowles (President) , Ms. Jeanie L. Giesler (Secretary/Treasurer)","","info0026@twomen.com","http://www.twomenandatrucktampa.com","(813) 279-8228","fixed line","1101 N Howard Ave","33607-5319","FL","Tampa"
"23","Olivo Advantage   Company Inc","N/A","Ms. Sheila Olivo (President)","","","","(813) 931-1920","fixed line","1102 W Waters Ave # B","33604-2846","FL","Tampa"
"24","Harbour Mastery, Inc.","N/A","Mr. Malcolm G. Walters (CEO) , Mr. Christopher L. Barber (Director) , Mr. Richard G. Walters (Secretary)","","info@harbourmastery.com","http://www.harbourmastery.com/","(813) 288-4603","fixed line","2202 N West Shore Blvd STE 200","33607-5749","FL","Tampa"
"25","Sunstar Emergency Medical Services","N/A","Mr. John P. Gillion (Financial Manager) , Ms. Amber R. Lopez (Patient Account Services) , Ms. Janice Metzger (Financial Manager) , Mrs. Jodie Sechler (Financial Manager) , Vicki Glenn (Education) , Ms. Diana Sweeney , Mr. Craig A. Hare (Director) , Pam Bell , Ms. Melissa Hiles (Billing Manager)","","","https://www.sunstarems.com","(727) 582-2008","fixed line","12490 Ulmerton Rd","33774-2700","FL","Largo"
"1","S   J Transportation, Inc.","N/A","Ms. Sherry McEwan","","","","(714) 437-5088","fixed line","2501 South Garnsey Street","92707-3336","CA","Santa Ana"
"2","Vista Logistics","N/A","","","","","(714) 966-6600","fixed line","1815 E Wilshire Ave #901","92705-4646","CA","Santa Ana"
"3","Fenix Logistics","N/A","","","","","(949) 813-8439","mobile","3834 S Bristol St #193","92704","CA","Santa Ana"
"4","Gallop Logistics","N/A","Ms. Elizabeth Ann Primrose (Owner)","","","","(877) 733-6335","","10 Gladstone","92606-7696","CA","Irvine"
"5","Metta Shipping","N/A","Mr. Vu Hong (President)","","","https://mettashipping.com/","(714) 900-2866","fixed line","1100 W Town and Country Rd Ste 1250","92868-4633","CA","Orange"
"6","GES Logistics INC","N/A","","","info@ges-ca.com","https://www.ges-ca.com/","(714) 884-3183","fixed line","17151 Newhope St","92708-4226","CA","Fountain Valley"
"7","Skin Logistics","N/A","","","","","(888) 613-5123","","3972 Barranca Pkwy #J-517","92606","CA","Irvine"
"8","Noble Logistic Services","N/A","Mr. Lloyd Jones","","","","(949) 863-1155","fixed line","2415 Campus Dr Ste 101","92612-1527","CA","Irvine"
"9","Agility Logistics Corporation","N/A","Mr. Michael Bible , Mr. Tarek Sultan (CEO)","","","http://www.agilitylogistics.com","(714) 617-6300","fixed line","240 Commerce","92602-1318","CA","Irvine"
"10","Noble Logistic Services","N/A","","","","","(949) 863-1155","fixed line","2415 Campus Dr Ste 101","92612-1527","CA","Irvine"
"11","Titan Courier And Logistics, Inc.","N/A","Mr. Kent Fullerton","","","","(714) 434-2900","fixed line","3303 Harbor Blvd. Suite E-2","92626","CA","Costa Mesa"
"12","Protempo US Limited","N/A","Mr. Andrew Preiss (CEO) , Ms. Rhea Benedict","","","http://protempo.com","(949) 522-6595","fixed line","32 Executive Park Ste 110","92614-6774","CA","Irvine"
"13","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"14","Cryoport Inc","N/A","Mr. Robert Stefanovich (CFO, Treasurer, and Corporate Secretary) , Mr. Jerrell Shelton (President   CEO) , Mr. Mark Sawicki (Chief Commercial Officer) , Mr. Bret Bollinger (Vice President of Operations) , Mr. Robert Copeland (Vice President of Global Logistics)","","","http://www.cryoport.com/","(949) 232-1900","fixed line","17305 Daimler St","92614","CA","Irvine"
"15","UnitedHealth Group","N/A","Stephen Hemsley (President   CEO) , Consumer Affairs (Owner / Manager) , Jean Manowski (Manager) , Kevin Klopfenstein (CEO) , Jay Anliker (President) , Deltha Nelson (Legal Services Specialist) , Michelle Johnson (Manager) , Michael Stone (Director, Operations) , Michael Blaszyk (Owner)","","","https://www.uhc.com/","(800) 842-2656","","9900 Bren Rd E Mn008-T-615 Consumer Affairs","55343-4402","MN","Minnetonka"
"16","Aeronet Worldwide","N/A","Mr. Kevin Mautino (Vice President of Marketing)","","","http://www.aeronet.com","(800) 552-3869","","42 Corporate Park Ste 100","92606-3101","CA","Irvine"
"1","American Moving   Storage, Inc.","N/A","Jason Steiner (President/CEO) , Dean Steiner (Owner)","","","https://www.aceworldwide.com?y_source=1_ode3njiyltkymc1sb2nhdglvbi53zwjzaxrl","(414) 570-2278","fixed line","6001 Ace Industrial Dr.","53110","WI","Cudahy"
"2","Say Cargo Express","N/A","Ms. Ruthann Young , Ms. Kimberly Childers (CFO)","","customerservice@saycargo.com","https://saycargo.com","(714) 722-7735","mobile","700 E Debra Ln","92805-6317","CA","Anaheim"
"3","Phone Logistics","N/A","","","","https://www.phonelogisticsoc.com","(949) 400-8082","fixed line","1500 E Village Way #2271","92865","CA","Orange"
"4","Pathfinders Logistics Group","N/A","Mr. Steve Paris","","","","(714) 633-5335","fixed line","","92867","CA","Orange"
"5","Freight Management Inc","N/A","Mr. Robert Walters (President) , Ms. Tim Ponder (CFO) , Ms. Heidi Calamusa (Secretary)","","sales@freightmgmt.com","http://www.freightmgmt.com","(714) 632-1440","fixed line","2900 E La Palma Ave","92806-2616","CA","Anaheim"
"6","RCI Moving Services","N/A","","","","","(714) 282-8273","mobile","17853 Santiago Blvd Ste 107","92861","CA","Villa Park"
"7","Metta Shipping","N/A","Mr. Vu Hong (President)","","","https://mettashipping.com/","(714) 900-2866","fixed line","1100 W Town and Country Rd Ste 1250","92868-4633","CA","Orange"
"8","Adcom Worldwide","N/A","Mr. Russell Cobb (Owner) , Mr. Francisco Lemus (Officer)","","","http://adcomworldwide.com","(714) 870-7447","mobile","1404 E Walnut Ave Unit A","92831-4730","CA","Fullerton"
"9","DSI Logistics LLC","N/A","Mr. David Whitley (Chief Marketing Officer) , Mr. James Forman (Manager)","","","https://www.dsi-logistics.com","(800) 335-6557","","675 Placentia Ave Ste 325","92821-6172","CA","Brea"
"10","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"11","Berger Transfer   Storage, Inc.","N/A","William Dircks (President/CEO) , Diane MacIver (Claims Manager) , Chuck Speth (Marketing Manager) , Stefanie Vojta (Marketing Coordinator)","","","http://www.bergerallied.com","(866) 969-5040","","2950 Long Lake Rd","55113-1000","MN","Saint Paul"
"1","Stard Logistics","N/A","","","","","(888) 399-2152","","3239 Jefferson Ave Ste 111","45220-2270","OH","Cincinnati"
"2","Ward Transport   Logistics Corp.","N/A","Ms. Dawn Shuma (Executive Assistant)","","","https://www.wardtlc.com/","(800) 458-3625","","1436 Trucking Drive","16603","PA","Altoona"
"3","S D Logistics, Inc.","N/A","Mr. Steve Lillard (Owner)","","","","(513) 926-2571","mobile","2239 McGregor Pl","45219-3126","OH","Cincinnati"
"4","Pinpoint Logistics Ltd","N/A","Gill/Stacy Taylor","","","","(513) 421-1121","fixed line","900 W 8th St Ste 3","45203","OH","Cincinnati"
"5","Nationwide Logistics","N/A","","","","https://nationwidelogistics.net/index.aspx","(866) 414-9555","","2245 Gilbert Ave #103","45206","OH","Cincinnati"
"6","US Logistics","N/A","Mr. Jeff Hiatt (Co-owner)","","","http://www.uslfreight.com","(800) 226-4054","","901 Adams Xing FL 2","45202-1693","OH","Cincinnati"
"7","Total Quality Logistics, LLC","N/A","Mr. Ken Oaks (President) , Mr. Jeff Montelisciani (Vice President) , Mr. Kerry Byrne (Executive Vice President) , Mr. Justin O'Grady (Manager, Carrier Relations)","","","http://www.tql.com","(513) 831-2600","fixed line","4289 Ivy Pointe Blvd.","45245","OH","Cincinnati"
"8","Road Dog Logistics, LLC","N/A","Mr. Frank Arnold (Owner) , Mr. Steve Micheli (manager)","","","","(800) 253-9890","","201 East 8th Street","45202","OH","Cincinnati"
"9","Amazing Logistics, Inc","N/A","Ms. Shakirah Bradford (Owner) , Mr. Timmy Bradford (Owner)","","","http://www.amazinglogisticstransport.com","(513) 679-6102","fixed line","240 W North Bend Rd","45216-1728","OH","Cincinnati"
"10","Lucky Starr Logistics, LLC","N/A","Mr. Bill Castel (Owner)","","","","(513) 739-9960","mobile","8241 Woodbine Ave Apt 3","45216-1444","OH","Cincinnati"
"11","Custom Pro Logistics, LLC","N/A","Mr. Dan Bascone (Owner) , Mr. Devin Reilly (Co-Founder)","","jobs@cprolx.com, info@cprolx.com, Jobs@cprolx.com","http://www.customprologistics.com","(800) 275-6574","","1707 Race St","45202-6417","OH","Cincinnati"
"12","UnitedHealth Group","N/A","Stephen Hemsley (President   CEO) , Consumer Affairs (Owner / Manager) , Jean Manowski (Manager) , Kevin Klopfenstein (CEO) , Jay Anliker (President) , Deltha Nelson (Legal Services Specialist) , Michelle Johnson (Manager) , Michael Stone (Director, Operations) , Michael Blaszyk (Owner)","","","https://www.uhc.com/","(800) 842-2656","","9900 Bren Rd E Mn008-T-615 Consumer Affairs","55343-4402","MN","Minnetonka"
"13","Quikcom Corp.","N/A","Mr. R.A. Schoettinger (President)","","","","(513) 651-2111","fixed line","348 Gest Street","45203","OH","Cincinnati"
"14","SQL","N/A","Mr. Benjamin Young (Part Owner) , Ms. Suzie Engel (Principal Owner) , Mr. Michael Murdock (Part Owner)","","","https://www.sq-logistics.com","(513) 615-0506","mobile","447 Morgan St","45206-2347","OH","Cincinnati"
"15","United Parcel Service","N/A","Customer Relations , Ms. Lani Perez","","","http://www.ups.com","(404) 828-6000","fixed line","55 Glenlake Pkwy NE","30328-3474","GA","Atlanta"
